fingerprint,cluster_size,record_ids,auto_merge
5e7d15c9ac6877be624786f91a448696ce2859d175652be9091366a94a095a5c,7,pdmx-qma9tx6nztngkkjd343nvexmvmcpgdx2pvmpnd5mlmumu1;pdmx-qmd6jsgixwqcxrcjjkr7wg1spvcewgf86yv3fmnfqexr3k;pdmx-qmew6xtfqjm4hflkrujnmgqmc7x66umb3zxd7nyhv9gtf2;pdmx-qmfdhg1fsdftzucpohp73lgunzrfiw7euxywfulkgusktl;pdmx-qmqiqgzhoznhqragjrtars49yagownxwydonklmy2crfnm;pdmx-qmsrlywvhqdpeinuphctozzdteyt35ysosox2uzjvp27yu;pdmx-qmwsqeohz9x8hpuqvninrkt8a5jvax3h6p6mhgsq7httkw,0
7464bd6c8ac3aacd75692258cb1c29bce3df78209385379f344574ff82c0e310,7,pdmx-qmbnyysnm66fncx6hnmap3xrztwjswcd3ppjxcxlneexqu;pdmx-qmdk4hswk6h71eldt3di5r3h9qhcyw7w7fehksx9uxjzya;pdmx-qmppoo9fleichsizn5zct1crxd7fnhihfcubwq76z273j5;pdmx-qmpwnudhguhg7hdp7vgkpdrhapx2gmjnbj1zvufmbapqwu;pdmx-qmskhpqguch8cns4krggj7wknrwa3zrjecvocpxddad8ux;pdmx-qmzrwkuswwzkgqk3kkor1ldj7utuz7arkrsqzizdtk5kws;pdmx-qmzuhsdy43gzqkvdu612oxgqro9suf2qfjgd9x2z1yjf2l,0
f608e3bdf4ca9ee31ce40c57c28ede6d9fa3d0b3ddc24ad41396bb4fd775da30,7,pdmx-qmeudgn3jnrd81vqgz1fi8jk4toepoyqpn1p3cdt8zwhm2;pdmx-qmezdys2ruhf94vknkmyc9nynepb4eop1vpjlkshxfgucm;pdmx-qmezszyfjf9syfdtffyr4qjupyocljdkjfnlfqzdmcuhtd;pdmx-qmpdau8ywdmaovtz1w19uv76vpqwrjhvgasg5j8j6dbns4;pdmx-qmqkufpepyh8h59u3pvehgfc9y5hhazabtb7gqgfnrgf6m;pdmx-qmqq3jfetdy58ptnj7epp628ljkdrizgyfefdedwwdakfv;pdmx-qmtcj6m1hg6avamqzawb3axk1eoc3gsk4nsyxmvql6wqxn,0
213f4570ad4efec5815cb081927295d2f02c69c2a92d7109250ad382d80b9607,6,pdmx-qmcolh7cdnamc4a26ekmlztaig8zeqnyjkkvr1mtnyvqfe;pdmx-qmdyunuhf2ttdq7bj1f9bvmiiee8jtx19ed5i7dsni2dpg;pdmx-qmnha6xyzd5xut4wydrbjqaymtqfd75xr7zivcqy8kdj7k;pdmx-qmqehegu72aft2jsrb47m6jappgrqappndbjwqkjxacwrv;pdmx-qmsyrlxlfrmdfzbpsxu6tf1zffovaewyuynkdlhzgjkfsh;pdmx-qmwzxek65jrfxqcivxwwujgmlvjcyycbayj4r81gyfswgu,0
3bcc060efcf5b2ba70a2a037f30aa8e3139392ad9e76e93b5e387fd10dee3e25,6,pdmx-qmfhqtumhy3lf2b3133vjjss2xgnwub7rtnq12tpwaglbz;pdmx-qmtg3xy7n9cxdkftdcwrrdycehkctk43pp1ychkez89rug;pdmx-qmukfecdox88vf8xp5l3tmrddhz8dmnvtphwwwrd7fjwww;pdmx-qmwnhlk5sxbrn9tkd3nr5xwrga1gjj5f7qxcqjhsvfq2la;pdmx-qmxznlez9rgkywenbtnjqsg8k29vma4whdydqebmc242up;pdmx-qmz9yvxeq78khkyg1ajstaabpm7mgx8byneldbbfeqzmdw,0
57e9dece4354fa48ae11aa49e07fcd30cb09cd4f85d339ab3b85640b1b8cd870,6,pdmx-qma9yg8se1tqenykh5s2s8haziscgr3ce44uyaauyhyrsg;pdmx-qmaagrcnngk8nydvuhybqamn9bhesinknjccujenxfdqfs;pdmx-qmrc9fxi43zr8q4gexi4hmb6bf9vfn3htevjvgzijowudd;pdmx-qmwcpeg2brqkkqqmbqzjmexnvirtklggk1ebzkaxn8mvzk;pdmx-qmyba6ycguegd5mnxxzh8mzcue8qy6f3t1zwdzt6nn3j1c;pdmx-qmzev5gacpbgmrkwgrggrn51x4rbs24ki271mjpekyxlba,0
59c70d2f8b48f96c5fce05fa0a7f2add0e18fa7536eb20e38ff624b6fcf9ce0c,6,pdmx-qmawuvdqb24f6hpkefvhv2ohgcc5uqak52vt2azrpqaz1a;pdmx-qmraazaycehubxiup1ugbmedqnhnncewptqtksrvbqchnm;pdmx-qmsygm6xcjwcvovxe33xeyjnxjjfltkyvaqbuydcuehb6n;pdmx-qmtglz3qoosrmrujf7nzamfhxnx5ht899x7wyowcpnslmm;pdmx-qmtz7w7cfgjmewyqyz1snw2gp6aujmkgvnzws41mopuxx8;pdmx-qmvmh1vb9mwyrme3jqmmzbswvriwrfpj9iav4cqhddll4y,0
69a81c877cce212674c7214f7211da7f4bb4f599fa095d3982d2b46fee8f6ee6,6,pdmx-qma1kqcdsaeumxobxkp8aerlilyzqsmodmomhhjmvdnvks;pdmx-qmctgtmcwwcen4rp1yacgdvcaazjkzpeunjmhgdtuguoqh;pdmx-qmf9xwselntlr7xtwd6rbr6qlcrd2gctms8jdawj2r3xmm;pdmx-qmfapxybuhkd5ukd3ombgjjxmlejqcpdzmuxnwxdum89ku;pdmx-qmnklkml3yjpmddru4bxrwsymss4mfxa6512ztpwcjttfg;pdmx-qmqwuwuptafzi7heqngppu4hd8luwjfuz8supkv2gwdwda,0
917895c905637ec1de1006b8d38eaf667247e8b903d127fce6b4153dd3a32c1f,6,pdmx-qmd21sxec2agfhf4ne5fmv7suff9lxucnvvu5y2r26kms4;pdmx-qmdtkhgtxwuhu3pljmkdiw5v3b5bxcfuu8rc7yttenmsam;pdmx-qms25ieffeqnsuwgxkkey38krsw3xermdvs1fa9xtxrhxr;pdmx-qmsabwcvgxny6jrg7h54tfptagxavffkq4fslu9vt7rgak;pdmx-qmyfk1xpskcnqmztrmf6rv5zm3dw7bv5bwzs5cwjm79htf;pdmx-qmzlk8tqxrrue9e7sty9mcyda4nfxzva837ssm6raxiaqw,0
ac9297f4256d3905d35564580251a7e00995315bfd1291bee72ab66c1e006075,6,pdmx-qmcgys9m9vz3uxjez8grte7y4n6gyymq2xft2ec4ktix9n;pdmx-qmcuhucrw4ayzbh7nuwynzmekcmhjgdfv1wc4afaftxjwm;pdmx-qmfu89mishprp7sjdg6xf4vjyqghph7jfsgcqzglvmmajn;pdmx-qmvap7ebyvpujpp4e26szqmm5crtiewplef2ghwhtisjdc;pdmx-qmysr1ejvltfquzruykeamminn67bfuu5z2vzecdnxzyov;pdmx-qmyy6p9jcjrzt8editdcxxm7uekcrnfpqecp6jdjpwwtqp,0
c095a464c6d6e2091234a6129a80d302012a2c54a56c6f7bf7c8505bc25faf96,6,pdmx-qmnfcq8369xeks91fv7svpfn4wxmbots7onr1fgydic7sn;pdmx-qmpwoqjd3upsdfesvolhqzvbwpdnaqaia52whpvpjgisvk;pdmx-qmtf7bqktuumm9s42llxdjfc3knnurbkvplqvquzhzhpr3;pdmx-qmtqmj7ovtbfi8ycw3whu4fh9m7kicpwx37ptdp7ejrrm3;pdmx-qmwhblnl1wtv9jpq87j7tzujcgv4pwixusstrkbdc4fumd;pdmx-qmx6udvxueyh9juiqwbztpyyoyebpfcb5tpnkcfiv79myf,0
c3bdfc147741f5b956b8c7ed54b446c42df5ce3125f19e426ab1c18a24419417,6,pdmx-qmqcmcheqghdqmt6oqqekjis6jurusxsj77c9fumaxb3sv;pdmx-qmrtkgysfxsbntgonkpfrkptf4p1lfivdd3hlrribndfvw;pdmx-qmsqbctggzlruzfyx31mwpncjmjt9ewbxvmpwtkkftndkz;pdmx-qmusiqugwxtj9fyzs5nfmaftwwsff8kmd8ambpsnsr45gc;pdmx-qmvtktmr7kfntxax5vfcdw2xjuqb95w6hv5kj8hlsxjeci;pdmx-qmy9qlgnt2sgz8xcdbyymhsiicggutqaxxlkynvao4clfn,0
c6284b33a5a6f777bc82130dde348e57eb3272d122f540406bacd550af35971e,6,pdmx-qmbsqsbp5t2orgydddnuh5ovvgkh5qrfygkmdv5egf8snv;pdmx-qmqegwfuhisus2q8mcb63xycnygrq5zzh2q6ei17wwgknh;pdmx-qmv8j93fkmxxz3xab3ubgx2f8qn72ec7igyuejrdsm6xfc;pdmx-qmx86mmlwrlkce6erymdyp1cxprz6sl9havcjpbyqeees4;pdmx-qmygi6zqyxpuewyg3kpozar78cavngkaurdk3tnm2kvdgm;pdmx-qmzzh9vuucj6tvjn7qfatywv38vrajnv7kzhii4msqyvud,0
00a8798e2d4e6eec7259e5f5293cfae5491e9698c88664f4ed1acafb7ec89576,5,pdmx-qmbv2tfddjtdsmup9tdc4k3ldk2k5cxpagszngusmcjaz6;pdmx-qmxfds5adkbtlbaqga1m8jh6g5hm2djlujhotcmcbhy5kv;pdmx-qmxyqatyrmevzfall45at3vxdyzr1vukwtzfzh79cptfpg;pdmx-qmyvebj5b3v7nwwtlxpveakdz8uhscjcghsvjjyjbjdf4p;pdmx-qmztrudrqcjetzrpxfq8ipwhskuzbtr4rxxxx5a97wr76j,0
27a591309211e52e023fabcac4580165df9a7ca8c6ab25a2ccb3ba8eef429717,5,pdmx-qmbp1wwydym3wbqnpp89zgzwhxp9kd2qmnwghrdkw1egus;pdmx-qmf4yuxuebkeroqs68ocxd8y6vyo47fvsrjjlg8wthebgq;pdmx-qmwsxyqyiuzuydbjmcwgvn9lwmktjfdvduhdaxjbbb3mzp;pdmx-qmxasvg1wvvewouwmv5h2nw9dpmtcpjbjdwqe2lyrzymne;pdmx-qmxp2bbbwqccuvewya56mnaerkx4u2rodaqebvyztxjvuk,0
4c93af757d43b54f65363588bbed1eeae1d22c10301915d5f432a4e88b5c221c,5,pdmx-qmantphn3ikpxdj59xh4u8hr2iqkwczqi3ugm6k4n9liqr;pdmx-qmezumc4zxxr5f79mfmdxeupssphyqarvjix8tceyepqfo;pdmx-qmfrs922wzmj99ye6bbrnqtgsszlzzua3nywmkfelkifbn;pdmx-qmprkcddjtfvbp8xjupbjk9ceduqb4jyj8sfwttfvd4txs;pdmx-qmrnar2dzpmeamnqcpk8dz3ruqbftbl5mecafaar6edztw,0
5b00e138dea26bc287b124905a87843270f095d314653d92ed6f2ffa2e2d40d4,5,pdmx-qmddlqzpscbfzdpvgwmsnqa2wjdnws6pw6l3unkgnjajtx;pdmx-qmeo7z8ctlufo5n3rjtegul1ftbjnvrntbarje1sxmmfa4;pdmx-qmsqolkrfmnqxxgjtsxzkq1hwdlnndl4anh79iynq9zbzu;pdmx-qmxpodznfhy4n6t46sisdyzjzkoao5qfvdhxcgutcn57cu;pdmx-qmygtrhf8qhmjyz5a68fvtqabmi2915mvkgvmmclanyxe5,0
683f027099f3f0661f3b765c18623437a575d087a91e70b68a6117446b796429,5,pdmx-qmb2dutypjvhw1ranjw3vavuqce9xgb1dfhukx78nadwu5;pdmx-qmq8lgl5dpp2bihfx3xs2vchxuysqsw4yhrz8wfr1conj7;pdmx-qmvyxleu2cmxr11clpm3hkxfwvg6eamrzz83wbcfuj3lwb;pdmx-qmxup8i1yy5xxzwhltkzku7sqfn9vvddcozpcexyrvd64f;pdmx-qmzpcryh7wzgdfhx4aky8g7sx8sjwvfkb9avjsssstf7jk,0
7c203124493d51f205a6b97240be98b8bc2e10b42ef0e1aed72816366df2c3e5,5,pdmx-qmbnm1hovkgjxiiek1ndwr1mwczpgiqi3wq9usyeo2weis;pdmx-qmraq5jlwy27rkvrda3snw4leruz1qtksq3xcautazczkh;pdmx-qmsx8ouhhghqbs4htkdpkytdcoqekxuqg93kfnacvykdyt;pdmx-qmu3gssea7q1y9nwv3szdsylnz2va1zicuidcekwft17mr;pdmx-qmxnn9xe3fcdfd4k3yccyaifder5wtbxf6t31yfyarkkk2,0
7f52bf55a278cfc9a48840381508e66affb99736b0aca34e8a3083151f3da28a,5,pdmx-qmca3xnldkmltzjlxh3nt3jiun4qjnhnzxbhgpm7vascup;pdmx-qmekta5lnawg7468xrssxiz2ymbjsr65ky6xykjnkdhgps;pdmx-qmrjmqbjcuqvkpggdpshv3orfsu84mvcez3itqdm19m6yt;pdmx-qmxauzu2p6lhladdkcgvuafqzxdfhybujyj4kw9knkmksw;pdmx-qmzhjgq6h2qqxcwehcmdn44gjvvlgcreakvkcndspib5g6,0
8bc6164a4bf294c71c349c8ed6d84272516d45f1987e96351a046bbd14473269,5,pdmx-qmahz8frkukvucaq761q2qyjd2apwbkwucpqqjuhysp6jl;pdmx-qmbanmeqv5ygadje7cdkzyexxuhpkga1bpex3jwibbdlqp;pdmx-qmfefb69dk5ti9nabksaunvrwcumqfxc6r815jljok7zc4;pdmx-qmtuhfkgtpg5rxhu6pprsk6oxf9n78rd7wngewibm3r5ev;pdmx-qmuolcmy3aijvafk6uuo1521jctdmintnpslfzcbguayhg,0
9204b84e253c0d2f55bcb0a45c609dbb1b95c0bb795f6ab9e457201b177ab40a,5,pdmx-qmb4ry7xsq25knuafbdydzmewglzhztxkg5p5fiecpk6s1;pdmx-qmbmjzywitxhqbif4keiwfr86paswd9rag4gptkx7ovdyd;pdmx-qmevakkgyarxba2wxzrujdkpfzkhkc4wbbknka4teiwcz3;pdmx-qmeywtdsuedswbwsgbqpp1mchjklkdvatinpojhehjttyn;pdmx-qmtkkza8vryyd1mkmuxey44d5trcqo5wtf9xhg2xzsmvqe,0
955392ebb9156a45a80955caa5c6deaf21d2c16492172e09c8ca3cd6830c3a89,5,pdmx-qmduzqdftuy7demwyx7uuwa9zwdfngyjdkfvukg92zi1oq;pdmx-qmpg3wtavgnl83qlmgbdysfw7g52d2kft3rmhqycpxqwiv;pdmx-qmqx3ezhair6oz8aqmsxup67ufkh9cthjhvpsfh3ddnvih;pdmx-qmrcrz5d5glea7tcegiymu4vjd1zyvikvqhj4anyfff8m8;pdmx-qmvee1adqurqejs65eswo3mkcktlrsgwtua47tc5ssofke,0
b14ed560f6eec0293b705a7dc6f0d31d3c70906008a94dcb1b8129cfe2925847,5,pdmx-qmbv7yu5ev2y6g56hidylg74y46veesun3wcwetgcrrzys;pdmx-qmq7kjeqxm2hz8kz43kgxpgvbjy34bcqvcfjzwvp8te1ag;pdmx-qmqexubn7axbvvyy9xbuw7taddchw47bu1flq4qvf5jrc8;pdmx-qmrcc5mcqm1trqwsdfhfgxnuahvbf2vmddkz26rxk7ad3d;pdmx-qmzlr5te8emmhxgwrzwgzo4uriecgjtalvzckcdcpjtzvb,0
c64a95a0b595715b0868557851dc9b34a9b596d132fab85aa285d6421a5e377e,5,pdmx-qmc6xl58gcv9cf4tx2dxsink5h7udle1fh5u3ykkhw2dxg;pdmx-qmq9yjwuydc2yqqhz8mdvweak48btrf4kxpf2facoleg8z;pdmx-qmtcv2nyust9lp5pafhdjydczh67t29pjqcmhfd4kxktgk;pdmx-qmvchtfdkpn4de7nd7swgsk3pnyjc8yverdofsvqvvvqgs;pdmx-qmxcsdfyncgh8upqwhhfqf9guadxxhisoknanyv85ovxxq,0
cd10c4d24442625890c26f424e8bc81484865f1af73627553c313d89419e9806,5,pdmx-qmat8uh4bqmdrxtrv1wyq3x5wqrmatbgcw6jquufaqr92f;pdmx-qmbg12ocnwwxatb7zafukmmx1lqyqvyf6wqndyccqmmua4;pdmx-qmdxbctjkuxxufw2qz5onqlhpmstyvq6raaenmvetcpnwd;pdmx-qmuzcksd1cxve8fgeapsyht4hdmss6bebdwkoev4ntpbqk;pdmx-qmvgt7j7nnr3qh5tjygcu6xytbvmx3kucoolnqugwwby2s,0
d31857246a0a3ab51efda661ab8e3141aca7468849c6b9db3a641e6b4b455fe7,5,pdmx-qmrb27sqm5kwz5tdinnj44upwxzbimsgj9dxhvqdgueopb;pdmx-qmrcc9d286fn7nwrokdt8espynnr6wpxn8akwxjgztykqi;pdmx-qmvfyayzvkt1fim8kv7xno1e6e5kaf98fdtqnqmtegaqfi;pdmx-qmyhyppauagtq63ygdktmsiz1zc13djrsmhgdnngi4g1sq;pdmx-qmykcbmsybqjqeeygfhy2cqx3wnd98nxdzpovumysbu6c9,0
d3367b2459127f7470f20f297761305cfa575763ce79748660dfe597c1ff60ad,5,pdmx-qmpfvznsxbyg8taiqyxwhcmfdktftvglhacjhxb5ar3cmh;pdmx-qmqz9wds2119gt87yrjpkh4ebrcrpmamtqx3kpvdnr39oc;pdmx-qmr3c4snnkjnpn3hefzrefzqq5xemq8vow4sgmvvu9xnne;pdmx-qmrsfkyc6p8mub914ntn4by4mmroz8wxxynaejzqnukcys;pdmx-qmw7y13ptnfdutcbfdshxgfrw957dankickfw6wh8knr4m,0
d5f0450d7280c186929faf581f073b8d6a07a93eafe51f6ce041d77a46928beb,5,pdmx-qmbxmwztaantj7qt7mbhcdct4ykgb7bhzftuz98xwqujja;pdmx-qmpn1bzahvcs5ki3rhdbzowfirfnra9ve7snfzf6xaaoq5;pdmx-qmqviqtrz6adpvhq1xfjrkdtdtzjk2psvzkwrknyoy6nhu;pdmx-qmw2rcjpagkn8i2advuznaggmuxywwmthawkhe3fjmrfrs;pdmx-qmxph2pqyqpmm5afjpzbnsanaer9evxta5njsz7dwitk1a,0
d89083af4c9c28d260492b1defbc8a4feee96e6573ceda88dc6db0d6b3120ab1,5,pdmx-qmackhblzpjg37v9ghkjgbfckyjnv8rl31l28rcjnw4jcy;pdmx-qmavzqnwyfngnrhhmwmzjzdiweblyto9equryrwnvz2tvu;pdmx-qmcc36xufxecq9dqwzgeotiwkvvzxji7ysf3mukhax55b1;pdmx-qmeulq8gcezoqxszmnegstvw7ec3oblujgyhfph2pinj2p;pdmx-qmeycczhzfgfceykhcchakhfc8kxktgghuqthxqk6luqqd,0
daae2e87be5dda77243c8e0d9f04a075c529e8d56417efd4b7335b484c65445a,5,pdmx-qmb2rtbypqv9qmi82d16uaaf1rr5zufkxpu7969pccmvmv;pdmx-qmb7vmarpzaghorxq8n6lqmneejmqgdbqnssfuthjmkemi;pdmx-qmerux8aiddc6nk7d57hqddmei7m2sz7f5awir1nhqujmd;pdmx-qmq48p32rbxa4mtf3gpuiqjeyl5be83m7zxzllf3pfartm;pdmx-qmytgnwttrqjocdryz21rmwc2cpniecpeq3thfv9yzxdjk,0
e0ee59ee8bd4fb0a20ff9a211663dec8be9cb84a343e35ce9b0e97f0f84978af,5,pdmx-qmaaoagptpxas4k4jpytadrt4f3ffuribmjpponkcyxkmi;pdmx-qmaxev9qfyd695uetxcmsx2vghbai9vjjptpwsiyuxgobt;pdmx-qmpejvhgqa4u2vsymwkg8bqw97ilnzuppdjrc4lkhi4vnt;pdmx-qmpzcnkjsz8ehxaqct34xs9lx5ygfrbgl3eyhaclfxr2jk;pdmx-qmwouqbperhra6sohhdr4ebrznjqjfblfdyfvbnjydhyc4,0
