record_id,serial_no,file_name,source_code,source_class,title,composer,original_instrumentation,rendered_instrumentation,license_label,source_rights_identified,duration,duration_seconds,rendered_source_count,rendered_duration,n_string_parts,string_stem_duration,dataset_url,metadata_sheet_url,score_input_relation,pair_class,human_performance_claim,printable_full_score_claim,access,audio_binary_mirrored
ensembleset-013-b6950db820c9,13,contrapunctusIII,MTP_XML,Mutopia source MusicXML,"Die Kunst der Fuge, Contrapunctus III",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:02:36,156,4,3:28:00,4,0:10:24,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-014-f3b6d5172724,14,contrapunctusIV,MTP_XML,Mutopia source MusicXML,"Die Kunst der Fuge, Contrapunctus IV",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:04:46,286,4,6:21:20,4,0:19:04,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-015-11617ccbf1a5,15,contrapunctusIX,MTP_XML,Mutopia source MusicXML,"Die Kunst der Fuge, Contrapunctus IX",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:04:40,280,4,6:13:20,4,0:18:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-016-32ecf7ca2274,16,contrapunctusV,MTP_MID,Mutopia source MIDI,"Die Kunst der Fuge, Contrapunctus V",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:03:12,192,4,4:16:00,4,0:12:48,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-017-49863b915eed,17,contrapunctusVI,MTP_MID,Mutopia source MIDI,"Die Kunst der Fuge, Contrapunctus VI",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:02:55,175,4,3:53:20,4,0:11:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-018-c3768ae72117,18,contrapunctusVII,MTP_XML,Mutopia source MusicXML,"Die Kunst der Fuge, Contrapunctus VII",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:02:14,134,4,2:58:40,4,0:08:56,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-019-e6280856f115,19,contrapunctusVIII,MTP_XML,Mutopia source MusicXML,"Die Kunst der Fuge, Contrapunctus VIII",J. S. Bach ,"V1, Va, CB",all,Public,True,0:06:25,385,4,8:33:20,4,0:25:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-020-22680cf6fecb,20,contrapunctusX,MTP_XML,Mutopia source MusicXML,"Die Kunst der Fuge, Contrapunctus X",J. S. Bach ,"V1, V2, Va, CB",all,Public,True,0:04:26,266,4,5:54:40,4,0:17:44,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-021-231ef6fcb27e,21,CorriVolaATuoiTrofei,MTP_XML,Mutopia source MusicXML,"Corri, vola, a' tuoi trofei , Aria from Giustino",G. F. Handel,"Ob1/V1, Ob2/V2, Va, Vc","V1, V2, Va, Vc",CCA-SA-3.0,True,0:02:12,132,4,2:56:00,4,0:08:48,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-022-0d9cd6454ffb,22,DelDestin,MTP_XML,Mutopia source MusicXML,"Del destin non vi lagnate, Aria from L'Olimpiade",A. Vivaldi,"V, Va, Vc",all,CCA-SA-3.0,True,0:02:38,158,3,2:38:00,3,0:07:54,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-023-89b34cd270c5,23,DellAlmaSuperba,MTP_XML,Mutopia source MusicXML,"Quell'alma superba, Aria from Serenata a tre",A. Vivaldi,"Bsn/V1, V2","Bsn, Vc",CCA-SA-3.0,True,0:03:12,192,2,2:08:00,1,0:03:12,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-024-e2abbfd7db1c,24,eine-kleine-nachtmusik-mvt1,MTP_MID,Mutopia source MIDI,Eine kleine Nachtmusik (1st movement),W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:05:20,320,4,7:06:40,4,0:21:20,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-025-8281c906b414,25,Fra_l_ombre,MTP_MID,Mutopia source MIDI,"Fra l'ombre e gl'orrori , Aria from Aci, Galatea e Polifemo",G. F. Handel ,"V1, V2, Va, CB",all,CCA-SA-3.0,True,0:02:48,168,4,3:44:00,4,0:11:12,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-026-2b3891d30dfe,26,Greci_tu_offendi,MTP_XML,Mutopia source MusicXML,"Grecia tu offendi , Aria from Deidamia",G. F. Handel,"V, Vc",all,CCA-SA-3.0,True,0:03:44,224,2,2:29:20,2,0:07:28,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-027-bc0515acbded,27,hallelujah,MTP_MID,Mutopia source MIDI,Hallelujah Chorus from Messiah,G. F. Handel ,"V1, V2, Va, Vc, Ob, Bsn, Tpt, Timpani",all,Public,True,0:03:08,188,8,8:21:20,4,0:12:32,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-028-17805306ae93,28,ImparaIngrata,MTP_XML,Mutopia source MusicXML,"Impara, ingrata , Aria from Atalanta",G. F. Handel,"V, Vc",all,CCA-SA-3.0,True,0:02:00,120,2,1:20:00,2,0:04:00,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-029-c7dab0df0713,29,IoGiaTAmai,MTP_MID,Mutopia source MIDI,"Io già t'amai , Aria from Rodelinda",G. F. Handel ,"Voice?, Va, CB","V,Va,Vc",CCA-SA-3.0,True,0:02:08,128,3,2:08:00,3,0:06:24,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-030-03a9aa1cf6e6,30,k387,MTP_MID,Mutopia source MIDI,String Quartet KV. 387 (nr. 14),W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:05:40,340,4,7:33:20,4,0:22:40,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-031-09e4360fd301,31,k421,MTP_MID,Mutopia source MIDI,String Quartet KV. 421 (nr. 15),W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:05:17,317,4,7:02:40,4,0:21:08,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-032-e471d228f815,32,k428,MTP_MID,Mutopia source MIDI,String Quartet KV. 428 (nr. 16),W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:05:28,328,4,7:17:20,4,0:21:52,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-033-2941943e17bf,33,k458,MTP_MID,Mutopia source MIDI,"String Quartet KV. 458 (nr. 17) ""Hunt""",W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:06:02,362,4,8:02:40,4,0:24:08,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-034-b8e180d019e7,34,k464,MTP_MID,Mutopia source MIDI,String Quartet KV. 464 (nr. 18),W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:05:47,347,4,7:42:40,4,0:23:08,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-035-9dbdd5634b7c,35,k465,MTP_MID,Mutopia source MIDI,"String Quartet KV. 465 (nr. 19) ""Dissonances""",W. A. Mozart,"V1, V2, Va, Vc",all,Public,True,0:24:03,1443,4,32:04:00,4,1:36:12,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-036-2dedb7210960,36,LaGloriaSola,MTP_XML,Mutopia source MusicXML,"La gloria sola , Aria from Admeto",G. F. Handel,"V1/V2/Ob1/Ob2, V3, CB","V1, V2, Vc",CCA-SA-3.0,True,0:02:24,144,3,2:24:00,3,0:07:12,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-037-598b33111774,37,Marche,MTP_XML,Mutopia source MusicXML,Marche from Deidamia,G. F. Handel,"Tbn1/FH1, Tbn2/FH2, Timpani, V1/Ob1, V2/Ob2, Va, CB","Tpt1, Tpt2, V1, V2, Vc",CCA-SA-3.0,True,0:01:06,66,5,1:50:00,3,0:03:18,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-038-1b0bf8f6f158,38,MentreDormi,MTP_MID,Mutopia source MIDI,"Mentre dormi amor, Aria from L'Olimpiade",A. Vivaldi,"Horn, V1, V2, Va, CB","Horn, V1, V2, Va",CCA-SA-3.0,True,0:04:06,246,4,5:28:00,3,0:12:18,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
ensembleset-039-66ae47ba30e0,39,MiseroPargoletto,MTP_XML,Mutopia source MusicXML,"Misero pargoletto, Aria from Demofoonte",L. Leo,"V1, V2, Va, Vc",all,CCA-SA-3.0,True,0:04:19,259,4,5:45:20,4,0:17:16,https://zenodo.org/records/7327175,https://docs.google.com/spreadsheets/d/1Trq9DVDYXseofa9iEYtMiAcrNBP6WoNBND4H3BrzUyo,Original input is MIDI or MusicXML as identified by source_code; dataset audio and included articulation MIDI are rendered/derived from that symbolic source,symbolic_chamber_ensemble_score_midi_synthetic_multitrack_audio,False,source dependent; source symbolic score exists but this metadata does not independently verify an engraved conductor score,restricted for multitracks+MIDI version; academic pledge/access request required,False
