match_id,score_id,score_name,composer,collection,movement,score_path,mscz_path,mscz_sha256,mxl_path,mxl_sha256,alignment_path,alignment_sha256,alignment_rows,alignment_column,audio_id,performers,publisher,recording_year,imslp_number,audio_url,source_repository,source_tag,match_class,alignment_claim,edition_identity_claim,human_performance,audio_redistributed,rights_note
hauptstimme-audio-dfe0ff2b900c021eaf5f,36,Andante cantabile con moto,"Beethoven, Ludwig van","Symphony No.1, Op.21",2,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mscz",2ddea3d9780ad15c18ad5fb6a53ba416ee66fa91dea565400c0671845fa7e730,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mxl",3ca6d1a44ce70e0c38ff01f29669c23c36a1f90682f08bafe94160e22f9fa9f1,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2_alignment.csv",4a085578171b890008160199eb5fd825614f1ef73dcc1a001f3c10d0b59ccdbb,1046,729156_tstamp,17,"Royal Philharmonic Orchestra, René Leibowitz",Reader's Digest. RDA-6 (1-7).,1961,729156,https://imslp.org/images/5/54/PMLP1582-01.02._Symphony_No._1_In_C_Major%2C_Op._21-_2nd_Movement_-_Andante_Cantabile_Con_Moto.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-9403bf5cfaebb495c47e,36,Andante cantabile con moto,"Beethoven, Ludwig van","Symphony No.1, Op.21",2,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mscz",2ddea3d9780ad15c18ad5fb6a53ba416ee66fa91dea565400c0671845fa7e730,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mxl",3ca6d1a44ce70e0c38ff01f29669c23c36a1f90682f08bafe94160e22f9fa9f1,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2_alignment.csv",4a085578171b890008160199eb5fd825614f1ef73dcc1a001f3c10d0b59ccdbb,1046,735782_tstamp,29,"Orchestre de la Suisse Romande, Ernest Ansermet",London Records. STS 15032.,1956,735782,https://imslp.org/images/7/75/PMLP1582-01.02._Beethoven-_Symphony_No._1_In_C%2C_Op._21-_Andante_cantabile.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-5dc93c92dbdab33ece7f,36,Andante cantabile con moto,"Beethoven, Ludwig van","Symphony No.1, Op.21",2,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mscz",2ddea3d9780ad15c18ad5fb6a53ba416ee66fa91dea565400c0671845fa7e730,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mxl",3ca6d1a44ce70e0c38ff01f29669c23c36a1f90682f08bafe94160e22f9fa9f1,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2_alignment.csv",4a085578171b890008160199eb5fd825614f1ef73dcc1a001f3c10d0b59ccdbb,1046,736411_tstamp,33,"Wiener Symphoniker, Hermann Scherchen",Westminster. WN 18034.,1955,736411,https://imslp.org/images/e/e2/PMLP1582-01.02._Symphony_No._1_In_C_Major%2C_Op._21_-_Andante_Cantabile_Con_Moto.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-8b9a21c941fea29cb053,36,Andante cantabile con moto,"Beethoven, Ludwig van","Symphony No.1, Op.21",2,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mscz",2ddea3d9780ad15c18ad5fb6a53ba416ee66fa91dea565400c0671845fa7e730,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mxl",3ca6d1a44ce70e0c38ff01f29669c23c36a1f90682f08bafe94160e22f9fa9f1,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2_alignment.csv",4a085578171b890008160199eb5fd825614f1ef73dcc1a001f3c10d0b59ccdbb,1046,736427_tstamp,9,"Pittsburgh Symphony Orchestra, William Steinberg",Command. CC 11024 SD.,1964,736427,https://imslp.org/images/3/31/PMLP1582-01.02._Symphony_No._1_In_C_Major%2C_Opus_21-_Andante_Cantabile_Con_Moto.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-723f45defece3d11150e,36,Andante cantabile con moto,"Beethoven, Ludwig van","Symphony No.1, Op.21",2,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mscz",2ddea3d9780ad15c18ad5fb6a53ba416ee66fa91dea565400c0671845fa7e730,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2.mxl",3ca6d1a44ce70e0c38ff01f29669c23c36a1f90682f08bafe94160e22f9fa9f1,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/2/Beethoven_Op.21_2_alignment.csv",4a085578171b890008160199eb5fd825614f1ef73dcc1a001f3c10d0b59ccdbb,1046,736433_tstamp,13,"London Symphony Orchestra, Josef Krips",Everest. SDBR 3089.,1962,736433,https://imslp.org/images/9/96/PMLP1582-aa01.02._Symphony_No._1_In_C_Major%2C_Op._21_2nd_Movement_-_Andante_Cantabile_Con_Moto.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-54c4d79524f8887d136f,37,Minuet. Allegro molto e vivace - Trio,"Beethoven, Ludwig van","Symphony No.1, Op.21",3,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3.mscz",39ad72be392da4ce7aa1063aa59ef64d7a8a8a626e304398b3732c32f3aace5a,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3.mxl",e1a08bd4b568c7d087179a2ec6571c2eccdef3e12d9f2275ce5bd0e1a22f9fb7,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3_alignment.csv",f291221d744b41c487c1fcd91c91bb033e946534f1f3a32f9022382413703e6e,1202,711705_tstamp,22,"Detroit Symphony Orchestra, Paul Paray",Mercury. MG50205.,1959,711705,https://imslp.org/images/d/dc/PMLP1582-02.04._Menuetto_%28Allegro_Molto_E_Vivace%29.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-b76b38c340b511bb2b0e,37,Minuet. Allegro molto e vivace - Trio,"Beethoven, Ludwig van","Symphony No.1, Op.21",3,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3.mscz",39ad72be392da4ce7aa1063aa59ef64d7a8a8a626e304398b3732c32f3aace5a,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3.mxl",e1a08bd4b568c7d087179a2ec6571c2eccdef3e12d9f2275ce5bd0e1a22f9fb7,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3_alignment.csv",f291221d744b41c487c1fcd91c91bb033e946534f1f3a32f9022382413703e6e,1202,729157_tstamp,18,"Royal Philharmonic Orchestra, René Leibowitz",Reader's Digest. RDA-6 (1-7).,1961,729157,https://imslp.org/images/c/ce/PMLP1582-01.03._Symphony_No._1_In_C_Major%2C_Op._21-_3rd_Movement_-_Menuetto%3B_Allegro_Molto_E_Vivace%3B_Trio.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-1ae49cef0a054b9c63a6,37,Minuet. Allegro molto e vivace - Trio,"Beethoven, Ludwig van","Symphony No.1, Op.21",3,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3.mscz",39ad72be392da4ce7aa1063aa59ef64d7a8a8a626e304398b3732c32f3aace5a,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3.mxl",e1a08bd4b568c7d087179a2ec6571c2eccdef3e12d9f2275ce5bd0e1a22f9fb7,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/3/Beethoven_Op.21_3_alignment.csv",f291221d744b41c487c1fcd91c91bb033e946534f1f3a32f9022382413703e6e,1202,736412_tstamp,34,"Wiener Symphoniker, Hermann Scherchen",Westminster. WN 18034.,1955,736412,https://imslp.org/images/b/b1/PMLP1582-01.03._Symphony_No._1_In_C_Major%2C_Op._21_-_Minuetto_-_Allegro_Molto_E_Vivace.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-5c42937f763427778b49,38,Finale. Adagio – Allegro molto e vivace,"Beethoven, Ludwig van","Symphony No.1, Op.21",4,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4.mscz",7f8843cd12e525dbd7731e67ddd98bc505d6567088d3abfebda5e7a56411a9a5,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4.mxl",d7ca8281b3c53b71b438a899ddb40b845d5e87a87719f8e3e5b9505a028471f6,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4_alignment.csv",7342eb4a7b9fd774c85f3c6ddea1f5f38410e785cf2e2758b547ff54952dbd74,1845,589447_tstamp,7,United States Marine Band,"Washington, DC: United States Marine Band.",2019,589447,https://imslp.org/images/7/75/PMLP01582-BEETHOVEN_Symphony_No._1_in_C%2C_Opus_21_Mvt._4_-_Marine_Chamber_Orchestra.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-3afffb43f222a4ac905a,38,Finale. Adagio – Allegro molto e vivace,"Beethoven, Ludwig van","Symphony No.1, Op.21",4,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4.mscz",7f8843cd12e525dbd7731e67ddd98bc505d6567088d3abfebda5e7a56411a9a5,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4.mxl",d7ca8281b3c53b71b438a899ddb40b845d5e87a87719f8e3e5b9505a028471f6,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4_alignment.csv",7342eb4a7b9fd774c85f3c6ddea1f5f38410e785cf2e2758b547ff54952dbd74,1845,723420_tstamp,27,"Columbia Symphony Orchestra, Bruno Walter",CBS. BRG 72056.,1959,723420,https://imslp.org/images/c/cf/PMLP1582-02.05._Symphony_No._1_In_C_Major%2C_Op._21-_4th_Movt-_Adagio_-_Allegro_Molto.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
hauptstimme-audio-37a8fba97d54c431fa83,38,Finale. Adagio – Allegro molto e vivace,"Beethoven, Ludwig van","Symphony No.1, Op.21",4,"Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4","data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4.mscz",7f8843cd12e525dbd7731e67ddd98bc505d6567088d3abfebda5e7a56411a9a5,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4.mxl",d7ca8281b3c53b71b438a899ddb40b845d5e87a87719f8e3e5b9505a028471f6,"data/Beethoven,_Ludwig_van/Symphony_No.1,_Op.21/4/Beethoven_Op.21_4_alignment.csv",7342eb4a7b9fd774c85f3c6ddea1f5f38410e785cf2e2758b547ff54952dbd74,1845,735784_tstamp,31,"Orchestre de la Suisse Romande, Ernest Ansermet",London Records. STS 15032.,1956,735784,https://imslp.org/images/9/90/PMLP1582-01.04._Beethoven-_Symphony_No._1_In_C%2C_Op._21-_Adagio_._._._Allegro_molto_e_vivace.mp3,MarkGotham/Hauptstimme,v4.7.3,human_performance_note_onset_aligned_strong_match,Repository alignment maps score onset positions to timestamps in this specific IMSLP audio file,False,True,False,Metadata and source URL only; review IMSLP file-page rights before downloading or redistributing audio
