record_id,track_name,score_member_path,score_sha256,score_bytes,note_events,instrument_programs,start_seconds,end_seconds,metadata_member_paths,metadata_duration_seconds,metadata_sources,source,source_doi,source_url,score_representation,origin_relation,score_audio_pair_class,human_performance_claim,printable_engraved_score_claim,audio_binary_mirrored,rights_note
synthsod-score-86a185744213b3296f30,art_of_fugue_contrapunctum_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/art_of_fugue_contrapunctum_4_orch.txt,4a9537b0127db57f246c866345f279a7e8db3eb1400481dd6efcf1d28c2c0f4d,168308,5898,"{""40"":2426,""41"":1194,""42"":2278}",0.084036,322.954512,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,323.1287074829932,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-215c46cec4853b9cadda,art_of_fugue_contrapunctum_5_orch,SynthSOD_aligned_scores/SynthSOD_score_data/art_of_fugue_contrapunctum_5_orch.txt,f425ee289811f6b884a299999b9e08e0697e04963a34b0623db1a8b53d9bb2ab,76064,2731,"{""40"":671,""41"":620,""42"":1440}",6.037506,138.757778,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_evaluation.json,141.74467120181407,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-caf7ccab2323c70df601,art_of_fugue_contrapunctum_6_orch,SynthSOD_aligned_scores/SynthSOD_score_data/art_of_fugue_contrapunctum_6_orch.txt,2fcf6afdb80321241885433c47469e8a93aaee0d3c16600f215aac2569c66b68,92824,3323,"{""40"":848,""41"":697,""42"":1778}",0.104082,172.103220,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,172.19732426303855,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-2722a6df0a414c9a295f,art_of_fugue_contrapunctum_8_orch,SynthSOD_aligned_scores/SynthSOD_score_data/art_of_fugue_contrapunctum_8_orch.txt,537a4f4b5842eb4766e2e3b3dd2cfa08d2548a4b12b560fc2d7f19edcbdce987,175222,6137,"{""40"":1508,""41"":1548,""42"":3081}",1.126395,367.334921,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,367.43249433106575,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-643568b118e3ad216b43,art_of_fugue_contrapunctum_9_orch,SynthSOD_aligned_scores/SynthSOD_score_data/art_of_fugue_contrapunctum_9_orch.txt,a7c1c807d42bb721f3cc306855d804c800cc5458e71604e265a1ce27ecf254c2,118392,4204,"{""40"":2018,""41"":894,""42"":1292}",3.601995,288.276054,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,288.36263038548753,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-40eef73709f7e7f80d2d,ave_maria_orch,SynthSOD_aligned_scores/SynthSOD_score_data/ave_maria_orch.txt,b40631f7e4afd2d899bf7650b032f18241be0d634e766a87277aa3b8c0f1e888,22017,718,"{""40"":291,""41"":143,""42"":284}",0.104082,130.148299,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_test.json,130.24192743764172,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-caa104078362baed66ac,away_in_a_manger_orch,SynthSOD_aligned_scores/SynthSOD_score_data/away_in_a_manger_orch.txt,abc5ea27158cf8ee56ab069a422bc6e4487c9ea1c715c4948ac37b347f63575a,21974,739,"{""56"":191,""57"":548}",4.874875,126.359728,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,126.45319727891156,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-ca92be6b7cb059531b40,bassoon_concerto_299_1_orch,SynthSOD_aligned_scores/SynthSOD_score_data/bassoon_concerto_299_1_orch.txt,238a19b5267c0e43da3cbb86583ee5e4ddb056da80adee6fa5eb0797181b3992,840945,29354,"{""40"":6959,""41"":2744,""42"":2950,""43"":5978,""60"":2909,""68"":3489,""70"":4325}",2.138685,491.034785,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,491.12721088435376,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-1ffcc7296f74f6dadd01,bassoon_concerto_299_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/bassoon_concerto_299_3_orch.txt,36b3c0feefcfd834a857330e39d2ce7778ad03ebfcc0ab622a3bb9ba5c4ce04f,417470,14442,"{""40"":3616,""41"":1518,""42"":1775,""43"":3603,""60"":795,""68"":904,""70"":2231}",1.727755,423.832744,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,424.014693877551,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-8329be8fff6f0c8b5b04,canons_hea-61_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canons_hea-61_orch.txt,46df5fb1698cb748b06f07b69b106663588a26612dcb7cc10b68f7e24d8538aa,13767,495,"{""68"":102,""69"":98,""70"":95,""71"":200}",2.299048,41.126893,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,41.856371882086165,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-ba5e9251cae82350431e,canzon_a_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzon_a_4_orch.txt,d5722d833b3625fc6f3f0198cb75799d7275f47fa887c4a152879c6f41e291a9,29472,1096,"{""40"":485,""41"":221,""42"":390}",0.084036,64.559909,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,64.66179138321995,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-c1817745008fb42d2e03,canzona_2_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_2_orch.txt,c950bf5fe134e361d220dd82772ea7a639fa49c2ba87247c79164cf7e0203478,8647,295,"{""56"":106,""57"":189}",1.146440,60.089796,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,60.166825396825395,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-b3f01539a502c48eccf4,canzona_3_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_3_orch.txt,e554fe5a7a187147179ae5804b40e68c3561768672d59d81d1b55ee1d8fc513f,52368,1832,"{""56"":659,""57"":1173}",0.705442,96.311746,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,96.39149659863945,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-5bf15ccddbac2160c721,canzona_4_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_4_orch.txt,c3f205eb33deb49b60a6daa3c2bceb0ae5fb631fc4d8e6a1abf152a97da194dc,43649,1552,"{""56"":568,""57"":984}",0.104082,78.701905,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,78.79775510204081,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-63f83662e4fc59d856e4,canzona_5_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_5_orch.txt,de9ac66a060da92feef2394cfad8b2dd5d354ae87739b98c374f386e680a0e4c,70448,2335,"{""56"":873,""57"":1462}",0.104082,165.768889,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,175.01086167800455,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-54a862222a9e47ffd291,canzona_adoramus_te_christe_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_adoramus_te_christe_orch.txt,4adc6c981573529a0b42155b43ebdf05f1883f0c0c5032232ba2b7a44959393e,32249,1163,"{""56"":371,""57"":792}",0.114104,116.026349,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,116.22204081632653,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-ec313ae26b7eaf96812d,canzona_ave_maria_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_ave_maria_orch.txt,41a23d14383261f280bc7d7caf384937ce9b66d25606f5ae0962b7211edd0d7e,45973,1610,"{""56"":592,""57"":1018}",0.084036,102.776372,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,102.88027210884354,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-4ae20b3c422558b9dbd1,canzona_caro_mea_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_caro_mea_orch.txt,a515d703779d37b9d19a247a157419154970257d46f17f1d1e230735ac93d6f2,54151,1866,"{""56"":574,""57"":1292}",0.124127,112.839138,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,112.92036281179138,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-fe0d8840499512a939a8,canzona_dies_sanctificatus_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_dies_sanctificatus_orch.txt,f1e333bf5c566c1ac00fc20b308123d96f173265231965341e5bd08910d0267c,61440,2095,"{""56"":775,""57"":1320}",0.104082,197.671066,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,198.02065759637188,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-cb163c7652e354a649d3,canzona_ein_maegdlein_jung_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_ein_maegdlein_jung_orch.txt,e4bb5cd2b92d473edd0f8551b530b7f77034b37e2fc0ce8a53bb70a523c435c5,18552,671,"{""56"":217,""57"":454}",0.114104,24.900181,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,25.015215419501132,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-b60ad9703cac7ad02371,canzona_francese_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_francese_orch.txt,6de0abf69530ffecd7ebf116985a211288e90912e04724fc36b6f21a2b0fe4f7,29595,1053,"{""56"":345,""57"":708}",0.124127,71.335238,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,79.9390022675737,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-2c65dbe6281b77cb66fb,canzona_gloria_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_gloria_orch.txt,31ddc5275c81458fd002c7cb8428513f214eec8128eb45de94f4c17d2faa197e,34981,1242,"{""56"":436,""57"":806}",0.124127,93.685805,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,93.76866213151928,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
synthsod-score-408611adc61751de79ff,canzona_haec_dies_orch,SynthSOD_aligned_scores/SynthSOD_score_data/canzona_haec_dies_orch.txt,c8a963cc0398215ec23f26d03f337765c2d03ce08f322552271e03c5e625340c,60329,2070,"{""56"":766,""57"":1304}",0.094059,159.093787,SynthSOD_aligned_scores/SynthSOD_metadata_aligned_all.json|SynthSOD_aligned_scores/SynthSOD_metadata_aligned_train.json,159.1878231292517,,SynthSOD aligned scores v2,10.5281/zenodo.15575778,https://zenodo.org/records/15575778,"tab-separated note events: onset, offset, MIDI pitch, MIDI instrument",Derived from the original MIDI used to synthesize the SynthSOD audio and aligned to that audio; v2 removes notes absent from the render,midi_derived_note_score_aligned_to_synthetic_orchestra_audio,False,False,False,Metadata only in this repository; source dataset terms apply
